type_designator,class,engine_number_type_faa_weight_class,icao_wtc,cwt,srs,lahso_group,pdf_page
SF27,Fixed-wing,1P/S,Light,I,I,,102
SF28,Fixed-wing,1P/S,Light,I,I,,102
SF31,Fixed-wing,1P/S,Light,I,I,,102
SF32,Fixed-wing,1P/S,Light,I,I,,102
SF34,Fixed-wing,2T/L,Medium,G,III,5,102
SF35,Fixed-wing,1P/S,Light,I,I,,103
SF36,Fixed-wing,1P/S,Light,I,I,,103
SF50,Fixed-wing,1J/S,Light,I,III,5,103
SG37,Fixed-wing,1P/S,Light,I,I,,103
SG70,Fixed-wing,1P/S,Light,I,I,,103
SG92,Fixed-wing,1T/S,Light,I,I,,103
SGRA,Fixed-wing,1P/S,Light,I,I,,103
SGUP,Fixed-wing,4T/L,Medium,F,III,10,103
SH09,Helicopter,1T/S,Light,I,I,,103
SH33,Fixed-wing,2T/S+,Medium,H,III,6,103
SH36,Fixed-wing,2T/S+,Medium,H,III,6,103
SH4,Helicopter,1P/S,Light,I,I,,103
SH5,$Fixed-wing,4T/L,Medium,F,III,,103
SHAC,Fixed-wing,4P/L,Medium,F,III,,103
SHAK,@Fixed-wing,1P/S,Light,I,I,,103
SHAW*,Fixed-wing,1J/S+,Medium,H,III,,103
SHEA,@Fixed-wing,1P/S,Light,I,I,,103
SHEK,Fixed-wing,1P/S,Light,I,I,,103
SHER,Fixed-wing,1P/S,Light,I,I,,103
SHOE,Fixed-wing,1P/S,Light,I,I,,103
SHOP,Fixed-wing,1P/S,Light,I,I,,103
SHOR,Fixed-wing,1P/S,Light,I,I,,103
SHRK,Fixed-wing,1P/S,Light,I,I,,103
SHRT,Fixed-wing,1T/S,Light,I,I,,103
SIDE,Fixed-wing,1P/S,Light,I,I,,103
SIGM,Fixed-wing,1P/S,Light,I,I,,103
SILH,Fixed-wing,1P/S,Light,I,I,,103
SIR2,Fixed-wing,1P/S,Light,I,I,,103
SIRA,Fixed-wing,1P/S,Light,I,I,,103
SJ30,Fixed-wing,2J/S+,Light,I,III,,103
SK10,Fixed-wing,1P/S,Light,I,I,,103
SK70,Fixed-wing,2P/S,Light,I,II,,103
SKAR,Fixed-wing,1P/S,Light,I,I,,103
SKIF,@Fixed-wing,1P/S,Light,I,I,,103
SKIM,@Fixed-wing,1P/S,Light,I,I,,103
SKRA,Fixed-wing,1P/S,Light,I,I,,103
SKYC,Fixed-wing,2P/S,Light,I,II,,103
SKYO,Fixed-wing,1P/S,Light,I,I,,103
SKYR,Fixed-wing,1P/S,Light,I,I,,103
SL1,Fixed-wing,1P/S,Light,I,I,,103
SL39,Fixed-wing,1P/S,Light,I,I,,103
SL90,Fixed-wing,1P/S,Light,I,I,,103
SLG2,Fixed-wing,1P/S,Light,I,I,1,104
SLG4,Fixed-wing,1P/S,Light,I,I,1,104
SLH4,Fixed-wing,1P/S,Light,I,I,,104
SLK3,Fixed-wing,1P/S,Light,I,I,,104
SLK5,Fixed-wing,1P/S,Light,I,I,,104
SM01,Fixed-wing,1P/S,Light,I,I,,104
SM19,Fixed-wing,1T/S,Light,I,I,,104
SM20,Fixed-wing,1T/S,Light,I,I,,104
SM60,Fixed-wing,3P/S,Light,I,III,,104
SM92,Fixed-wing,1P/S,Light,I,I,,104
SMAX,@Fixed-wing,1P/S,Light,I,I,,104
SMB2*,Fixed-wing,1J/S+,Medium,H,III,,104
SNAD,Gyroplane,1P/S,Light,I,I,,104
SNAP,Fixed-wing,1P/S,Light,I,I,,104
SNGY,Fixed-wing,1P/S,Light,I,I,,104
SNOS,Fixed-wing,1P/S,Light,I,I,,104
SNS2,Fixed-wing,1P/S,Light,I,I,,104
SNS7,Fixed-wing,1P/S,Light,I,I,,104
SNS9,Fixed-wing,1P/S,Light,I,I,,104
SNTA,Fixed-wing,1P/S,Light,I,I,,104
SOK2,Fixed-wing,1P/S,Light,I,I,,104
SOKL,Fixed-wing,1P/S,Light,I,I,,104
SOL1,Fixed-wing,4E/S,Light,I,III,,104
SOL2,Fixed-wing,4E/S,Light,I,III,,104
SOLI,Fixed-wing,1P/S,Light,I,I,,104
SONX,Fixed-wing,1P/S,Light,I,I,,104
SORA,Fixed-wing,1P/S,Light,I,I,,104
SP20,Fixed-wing,1P/S,Light,I,I,,104
SP33,Fixed-wing,2J/S,Light,I,III,,104
SP55,Fixed-wing,1P/S,Light,I,I,,104
SP6E,Fixed-wing,1P/S,Light,I,I,,104
SP7,Fixed-wing,1P/S,Light,I,I,,104
SP91,Fixed-wing,1P/S,Light,I,I,,104
SP95,Fixed-wing,1P/S,Light,I,I,,104
SPA2,Fixed-wing,1P/S,Light,I,I,,104
SPAR,Fixed-wing,1P/S,Light,I,I,,104
SPDR,Fixed-wing,1P/S,Light,I,I,,104
SPEL,Fixed-wing,1P/S,Light,I,I,,104
SPGY,Gyroplane,1P/S,Light,I,I,,104
SPHA,Gyroplane,1P/S,Light,I,I,,104
SPIR,Fixed-wing,1P/S,Light,I,I,,104
SPIT,Fixed-wing,1P/S,Light,I,I,,104
SPKR,Fixed-wing,1P/S,Light,I,I,,104
SPOR,Fixed-wing,1P/S,Light,I,I,,105
SPR2,Fixed-wing,1P/S,Light,I,I,,105
SPRT,Fixed-wing,1P/S,Light,I,I,,105
SPST,Fixed-wing,1P/S,Light,I,I,,105
SPUP,Fixed-wing,1P/S,Light,I,I,,105
SQ2T,Fixed-wing,1P/S,Light,I,I,,105
SQES,Fixed-wing,2P/S,Light,I,II,,105
SR01,Fixed-wing,1P/S,Light,I,I,,105
SR20,Fixed-wing,1P/S,Light,I,I,1,105
SR22,Fixed-wing,1P/S,Light,I,I,1,105
SRAC,Fixed-wing,1P/S,Light,I,I,,105
SRAI,Fixed-wing,1P/S,Light,I,I,,105
SRAS,Fixed-wing,1P/S,Light,I,I,,105
SRAY,@Fixed-wing,1P/S,Light,I,I,,105
SREY,@Fixed-wing,1P/S,Light,I,I,,105
SS2,Fixed-wing,1R/S+,Medium,H,III,,105
SS2P,Fixed-wing,1P/S,Light,I,I,,105
SS2T,Fixed-wing,1T/S+,Light,I,I,,105
SSAB*,Fixed-wing,1J/S+,Medium,H,III,,105
SSC,Gyroplane,1P/S,Light,I,I,,105
SSTL,Fixed-wing,1P/S,Light,I,I,,105
SSTM,@Fixed-wing,1P/S,Light,I,I,,105
ST1,Fixed-wing,2P/S,Light,I,II,,105
ST10,Fixed-wing,1P/S,Light,I,I,,105
ST3,Fixed-wing,1P/S,Light,I,I,,105
ST30,Fixed-wing,1P/S,Light,I,I,,106
ST4,Fixed-wing,1P/S,Light,I,I,,106
ST6,Fixed-wing,1P/S,Light,I,I,,106
ST60,Fixed-wing,1P/S,Light,I,I,,106
ST75,Fixed-wing,1P/S,Light,I,I,,106
ST87,Fixed-wing,1P/S,Light,I,I,,106
STAL,Fixed-wing,1P/S,Light,I,I,,106
STAR,Fixed-wing,2T/S+,Light,I,III,7,106
STAT,Fixed-wing,1T/S,Light,I,I,,106
STCH,Fixed-wing,1P/S,Light,I,I,,106
STFF,Fixed-wing,1P/S,Light,I,I,,106
STG2,Fixed-wing,1P/S,Light,I,I,,106
STIL,Fixed-wing,1P/S,Light,I,I,,106
STLN,Fixed-wing,1T/S,Light,I,I,1,106
STOR,Fixed-wing,1P/S,Light,I,I,,106
STR2,Fixed-wing,1P/S,Light,I,I,,106
STRA,Fixed-wing,1P/S,Light,I,I,,106
STRE,Fixed-wing,1P/S,Light,I,I,,106
STRI,Fixed-wing,1P/S,Light,I,I,,106
STRK*,Fixed-wing,1J/S,Light,I,III,,106
STRM,Fixed-wing,1P/S,Light,I,I,,106
STST,Fixed-wing,1P/S,Light,I,I,,106
SU17*,Fixed-wing,1J/L,Medium,G,III,,106
SU24*,Fixed-wing,2J/L,Medium,G,III,,106
SU25*,Fixed-wing,2J/L,Medium,G,III,,106
SU26,Fixed-wing,1P/S,Light,I,I,,106
SU27*,Fixed-wing,2J/L,Medium,G,III,,106
SU29,Fixed-wing,1P/S,Light,I,I,,106
SU31,Fixed-wing,1P/S,Light,I,I,,106
SU38,Fixed-wing,1P/S,Light,I,I,,106
SU7*,Fixed-wing,1J/S+,Medium,H,III,,107
SU80,Fixed-wing,2T/S+,Medium,H,III,,107
SU95,Fixed-wing,2J/L,Medium,F,III,,107
SUBA,Fixed-wing,1P/S,Light,I,I,,107
SUCO,Helicopter,2T/S+,Medium,H,I,,107
SUNV,Fixed-wing,1P/S,Light,I,I,,107
SURN,Helicopter,2T/S+,Medium,H,I,,107
SURU,Fixed-wing,1P/S,Light,I,I,,107
SUSO,Fixed-wing,1P/S,Light,I,I,,107
SV4,Fixed-wing,1P/S,Light,I,I,,107
SVNH,Fixed-wing,1P/S,Light,I,I,,107
SW18,Fixed-wing,1P/S,Light,I,I,,107
SW2,Fixed-wing,2T/S,Light,I,II,6,107
SW3,Fixed-wing,2T/S+,Light,I,III,5,107
SW4,Fixed-wing,2T/S+,Light/Medium,H,III,5,107
SWAK,Fixed-wing,1P/S,Light,I,I,,107
SWAT,Fixed-wing,1P/S,Light,I,I,,107
SWFT*,Fixed-wing,1J/S+,Light,H,III,,107
SWIN,Fixed-wing,1P/S,Light,I,I,,107
SWOR,Fixed-wing,1P/S,Light,I,I,,107
SX30,Fixed-wing,1P/S,Light,I,I,,107
SYCA,Helicopter,1P/S,Light,I,I,,107
SYMP,Fixed-wing,1P/S,Light,I,I,,107
SYNC,Fixed-wing,1P/S,Light,I,I,,107
SZ45,Fixed-wing,1P/S,Light,I,I,,107
SZ9M,Fixed-wing,1P/S,Light,I,I,,107
T1*,Fixed-wing,1J/S,Light,I,III,,108
T10,Fixed-wing,1P/S,Light,I,I,,108
T101,Fixed-wing,1T/S,Light,I,I,,108
T134,Fixed-wing,2J/L,Medium,F,III,,108
T154,Fixed-wing,3J/L,Medium,F,III,,108
T160,Fixed-wing,4J/H,Heavy,D,III,,108
T18,Fixed-wing,1P/S,Light,I,I,,108
T19,Fixed-wing,1P/S,Light,I,I,,108
T2*,Fixed-wing,2J/S+,Light,I,III,,108
T204,Fixed-wing,2J/L,Medium,F,III,,108
T206,Fixed-wing,1P/S,Light,I,I,2,108
T210,Fixed-wing,1P/S,Light,I,I,2,108
T211,Fixed-wing,1P/S,Light,I,I,,108
T22M,Fixed-wing,2J/L,Medium,F,III,,108
T250,Fixed-wing,1P/S,Light,I,I,,108
T28,Fixed-wing,1P/S,Light,I,I,,108
T30,Fixed-wing,1P/S,Light,I,I,,108
T33*,Fixed-wing,1J/L,Medium,H,III,,108
T334,Fixed-wing,2J/L,Medium,F,III,,108
T34P,Fixed-wing,1P/S,Light,I,I,1,109
T34T,Fixed-wing,1T/S,Light,I,I,,109
T35,Fixed-wing,1P/S,Light,I,I,,109
T37*,Fixed-wing,2J/S,Light,I,III,,109
T38*,Fixed-wing,2J/S,Light,I,III,,109
T4*,Fixed-wing,2J/S+,Medium,H,III,,109
T40,Fixed-wing,1P/S,Light,I,I,,109
T411,Fixed-wing,1P/S,Light,I,I,,109
T415,Fixed-wing,1P/S,Light,I,I,,109
T419,Fixed-wing,1P/S,Light,I,I,,109
T5,Fixed-wing,1T/S,Light,I,I,,109
T50,Fixed-wing,2P/S,Light,I,II,,109
T51,Fixed-wing,1P/S,Light,I,I,,109
T6,Fixed-wing,1P/S,Light,I,I,2,109
T7,Fixed-wing,1T/S,Light,I,I,,109
TA15,Fixed-wing,1P/S,Light,I,I,,109
TA16,@Fixed-wing,1P/S,Light,I,I,,109
TA20,Fixed-wing,1P/S,Light,I,I,4,109
TAA1,Fixed-wing,1P/S,Light,I,I,,109
TAGO,Fixed-wing,1P/S,Light,I,I,,109
TAIL,Fixed-wing,1P/S,Light,I,I,,109
TAMP,Fixed-wing,1P/S,Light,I,I,2,109
TARO,Fixed-wing,1P/S,Light,I,I,,109
TARR,Fixed-wing,1P/S,Light,I,I,,109
TAYA,Fixed-wing,1P/S,Light,I,I,,109
TAYB,Fixed-wing,1P/S,Light,I,I,,110
TAYD,Fixed-wing,1P/S,Light,I,I,,110
TB05,Fixed-wing,1P/S,Light,I,I,,110
TB20,Fixed-wing,1P/S,Light,I,I,,110
TB21,Fixed-wing,1P/S,Light,I,I,,110
TB30,Fixed-wing,1P/S,Light,I,I,,110
TB31,Fixed-wing,1T/S,Light,I,I,,110
TBEE,@Fixed-wing,2P/S,Light,I,II,,110
TBM,Fixed-wing,1P/S+,Medium,H,III,,110
TBM7,Fixed-wing,1T/S,Light,I,I,5,110
TBM8,Fixed-wing,1T/S,Light,I,I,5,110
TBM9,Fixed-wing,1T/S,Light,I,I,5,110
TBR3,Fixed-wing,1P/S,Light,I,I,,110
TC2,Fixed-wing,1P/S,Light,I,I,,110
TCAT,Fixed-wing,2P/S+,Medium,H,III,,110
TCOU,Fixed-wing,2P/S,Light,I,II,1,110
TD1,Fixed-wing,1P/S,Light,I,I,,110
TD2,Fixed-wing,1T/S,Light,I,I,,110
TD3,Fixed-wing,1P/S,Light,I,I,,110
TEAL,@Fixed-wing,1P/S,Light,I,I,,110
TERM,Fixed-wing,1P/S,Light,I,I,,110
TERR,Fixed-wing,1P/S,Light,I,I,,110
TEX2,Fixed-wing,1T/S,Light,I,I,,111
TEXA,Fixed-wing,1P/S,Light,I,I,,111
TF19,Fixed-wing,1P/S,Light,I,I,1,111
TF21,Fixed-wing,1P/S,Light,I,I,4,111
TF22,Fixed-wing,1P/S,Light,I,I,,111
TFK2,Fixed-wing,1P/S,Light,I,I,,111
TFOC,Fixed-wing,1P/S,Light,I,I,,111
TFUN,Fixed-wing,1P/S,Light,I,I,,111
TIAD,Fixed-wing,1P/S,Light,I,I,,111
TIGR,Helicopter,2T/S+,Light,I,I,,111
TIJU,Fixed-wing,1P/S,Light,I,I,,111
TIPB,Fixed-wing,1P/S,Light,I,I,,111
TJET,Fixed-wing,2J/S,Light,I,III,,111
TL20,Fixed-wing,1P/S,Light,I,I,,111
TL30,Fixed-wing,1P/S,Light,I,I,,111
TLEG,Fixed-wing,1T/S,Light,I,I,,111
TM5,Fixed-wing,1P/S,Light,I,I,,111
TMOT,Fixed-wing,1P/S,Light,I,I,,111
TMUS,Fixed-wing,1P/S,Light,I,I,,111
TNAV,Fixed-wing,2P/S,Light,I,II,,111
TNDR,Fixed-wing,1P/S,Light,I,I,,111
TOBA,Fixed-wing,1P/S,Light,I,I,2,111
TOOT,Fixed-wing,1P/S,Light,I,I,,111
TOR*,Fixed-wing,2J/L,Medium,G,III,,112
TOUR,Fixed-wing,1P/S,Light,I,I,,112
TOXO,Fixed-wing,1P/S,Light,I,I,,112
TP40,Fixed-wing,1P/S,Light,I,I,,112
TPIL,Fixed-wing,1T/S,Light,I,I,,112
TPIN,Fixed-wing,2P/S+,Light,I,III,,112
TR1,@Fixed-wing,1P/S,Light,I,I,,112
TR20,Fixed-wing,1P/S,Light,I,I,,112
TR26,Fixed-wing,1P/S,Light,I,I,,112
TR55,Fixed-wing,1P/S,Light,I,I,,112
TRAL,Fixed-wing,1P/S,Light,I,I,,112
TRAP,Fixed-wing,1P/S,Light,I,I,,112
TRBA,Fixed-wing,1P/S,Light,I,I,,112
TRDO,Fixed-wing,1P/S,Light,I,I,,112
TRF1,Fixed-wing,1P/S,Light,I,I,,112
TRIM,Fixed-wing,3P/S+,Light,I,III,,112
TRIS,Fixed-wing,3P/S,Light,I,III,2,112
TRMA,Fixed-wing,3P/S,Light,I,III,,112
TRWN,Fixed-wing,2P/S,Light,I,II,,112
TS11*,Fixed-wing,1J/S,Light,I,III,,112
TS14,Fixed-wing,1P/S,Light,I,I,,112
TS8,Fixed-wing,1P/S,Light,I,I,,112
TSPT,Fixed-wing,1P/S,Light,I,I,,112
TSTN,Fixed-wing,1P/S,Light,I,I,,112
TSTR,Gyroplane,1P/S,Light,I,I,,112
TTRS,Fixed-wing,1P/S,Light,I,I,,112
TTWO,Fixed-wing,1P/S,Light,I,I,,112
TU16,Fixed-wing,2J/L,Medium,F,III,,112
TU22,Fixed-wing,2J/L,Medium,F,III,,112
TU95,Fixed-wing,4T/H,Heavy,D,III,,112
TUCA,Fixed-wing,1T/S,Light,I,I,,112
TUCR,Fixed-wing,1P/S,Light,I,I,,112
TUCT,Fixed-wing,1T/S,Light,I,I,,112
TUL3,Fixed-wing,1P/S,Light,I,I,,112
TUTR,Fixed-wing,1P/S,Light,I,I,,112
TVL4,Fixed-wing,1P/S,Light,I,I,,112
TVLB,Fixed-wing,1P/S,Light,I,I,,112
TWEN,Fixed-wing,1P/S,Light,I,I,,112
TWIR,Fixed-wing,2P/S,Light,I,II,,112
TWSP,Fixed-wing,1P/S,Light,I,I,,113
TWST,Fixed-wing,1P/S,Light,I,I,,113
TZRV*,Fixed-wing,1J/S,Light,I,III,,113
U15,Fixed-wing,1P/S,Light,I,I,,113
U16,@Fixed-wing,2P/S+,Medium,H,III,4,113
U2*,Fixed-wing,1J/S+,Medium,H,III,,113
U21,Fixed-wing,2T/S,Light,I,II,,113
U22,Fixed-wing,1P/S,Light,I,I,,113
UBAT,Fixed-wing,1P/S,Light,I,I,,113
UF10,Fixed-wing,1P/S,Light,I,I,,113
UF13,Fixed-wing,1P/S,Light,I,I,,113
UFHT,Gyroplane,1P/S,Light,I,I,,113
UH1,Helicopter,1T/S,Light,I,I,,113
UH12,Helicopter,1P/S,Light,I,I,,114
UH1Y,Helicopter,2T/S+,Medium,H,I,,114
UL10,Fixed-wing,1P/S,Light,I,I,,114
UL20,Fixed-wing,1P/S,Light,I,I,,114
UL2F,Fixed-wing,1P/S,Light,I,I,,114
UL39,Fixed-wing,1P/S,Light,I,I,,114
UL45,Fixed-wing,1P/S,Light,I,I,,114
ULPA,Fixed-wing,1P/S,Light,I,I,,114
ULTS,Helicopter,1P/S,Light,I,I,,114
UM18,Gyroplane,1P/S,Light,I,I,,114
UNIV,Fixed-wing,1P/S,Light,I,I,,114
URRA,Fixed-wing,1P/S,Light,I,I,,114
US2,@Fixed-wing,4T/L,Medium,F,III,,114
UT60,Fixed-wing,1P/S,Light,I,I,,114
UT65,Fixed-wing,1P/S,Light,I,I,,114
UT66,Fixed-wing,1P/S,Light,I,I,,114
UT75,Fixed-wing,1P/S,Light,I,I,,114
UU12,Fixed-wing,1P/S,Light,I,I,,114
V1,Fixed-wing,2T/S+,Medium,H,III,,114
V10,Fixed-wing,2T/S+,Light,I,III,,114
V22,Powered-lift,2T/L,Medium,G,II,,114
V221,Fixed-wing,1P/S,Light,I,I,,114
V252,Fixed-wing,1P/S,Light,I,I,,114
V280,Powered-lift,2T/L,Medium,G,III,,114
V322,Fixed-wing,1P/S,Light,I,I,,114
V351,Fixed-wing,1P/S,Light,I,I,,114
V452,Fixed-wing,1T/S,Light,I,I,,114
V500,Helicopter,1P/S,Light,I,I,,114
VALI,Fixed-wing,1P/S,Light,I,I,,115
VAMP*,Fixed-wing,1J/S,Light,I,III,,115
VANT,Fixed-wing,1J/S,Light,I,III,,115
VAUT*,Fixed-wing,2J/L,Medium,G,III,,115
VELO,Fixed-wing,1P/S,Light,I,I,,115
VELT,Fixed-wing,2P/S,Light,I,II,,115
VENT,Fixed-wing,1P/S,Light,I,I,,115
VEZE,Fixed-wing,1P/S,Light,I,I,,115
VF2,Fixed-wing,1P/S,Light,I,I,,115
VF35*,Fixed-wing,1J/L,Medium,G,III,,115
VF60,Fixed-wing,1T/S,Light,I,I,,115
VG3T,Fixed-wing,1P/S,Light,I,I,,115
VGUL,Fixed-wing,1P/S,Light,I,I,,115
VIMA,Fixed-wing,1P/S,Light,I,I,,115
VIPJ*,Fixed-wing,1J/S,Light,I,III,,115
VIPR,Fixed-wing,1P/S,Light,I,I,,115
VISI,Fixed-wing,1P/S,Light,I,I,,115
VIVA,Fixed-wing,1P/S,Light,I,I,,115
VIX,Fixed-wing,1P/S,Light,I,I,,115
VIXN,Fixed-wing,1P/S,Light,I,I,,115
VJ22,@Fixed-wing,1P/S,Light,I,I,,115
VK3P,Fixed-wing,1P/S,Light,I,I,,115
VK3T,Fixed-wing,1T/S,Light,I,I,,115
VL3,Fixed-wing,1P/S,Light,I,I,,115
VL3T,Fixed-wing,1T/S,Light,I,I,,115
VLOT,Fixed-wing,1T/S,Light,I,I,,115
VLTT,Fixed-wing,2T/S,Light,I,II,,115
VM1,Fixed-wing,1P/S,Light,I,I,,115
VNOM*,Fixed-wing,1J/S+,Medium,H,III,,115
VNTE,Fixed-wing,1E/S,Light,I,I,,115
VNTR,Fixed-wing,1P/S,Light,I,I,,115
VO10,Fixed-wing,1P/S,Light,I,I,1,115
VOL2,Fixed-wing,1P/S,Light,I,I,,116
VP2,Fixed-wing,1P/S,Light,I,I,,116
VR20,Fixed-wing,1P/S,Light,I,I,,116
VR7,Fixed-wing,1P/S,Light,I,I,,116
VSON,Fixed-wing,1P/S,Light,I,I,,116
VTOR,Fixed-wing,2T/S,Light,I,II,8,116
VTRA,Fixed-wing,1P/S,Light,I,I,,116
VTUR,Fixed-wing,1P/S,Light,I,I,,116
VUT1,Fixed-wing,1P/S,Light,I,I,,116
VVIG,Fixed-wing,1P/S,Light,I,I,,116
VW10,Fixed-wing,1P/S,Light,I,I,,116
VWIT,Fixed-wing,1P/S,Light,I,I,,116
W11,Fixed-wing,1P/S,Light,I,I,,116
W135,Fixed-wing,4J/H,Heavy,C,III,,116
W201,Fixed-wing,1P/S,Light,I,I,,116
W3,Helicopter,2T/S+,Light,I,I,,116
W5BC,Fixed-wing,1P/S,Light,I,I,,116
W62T,Fixed-wing,1T/S,Light,I,I,,116
WA40,Fixed-wing,1P/S,Light,I,I,,116
WA41,Fixed-wing,1P/S,Light,I,I,,116
WA42,Fixed-wing,1P/S,Light,I,I,,116
WA50,Fixed-wing,1P/S,Light,I,I,,116
WA80,Fixed-wing,1P/S,Light,I,I,,116
WAC9,Fixed-wing,1P/S,Light,I,I,,116
WACA,Fixed-wing,1P/S,Light,I,I,,116
WACC,Fixed-wing,1P/S,Light,I,I,,117
WACD,Fixed-wing,1P/S,Light,I,I,,117
WACE,Fixed-wing,1P/S,Light,I,I,,117
WACF,Fixed-wing,1P/S,Light,I,I,,117
WACG,Fixed-wing,1P/S,Light,I,I,,117
WACM,Fixed-wing,1P/S,Light,I,I,,117
WACN,Fixed-wing,1P/S,Light,I,I,,117
WACO,Fixed-wing,1P/S,Light,I,I,,117
WACT,Fixed-wing,1P/S,Light,I,I,,117
WAIX,Fixed-wing,1P/S,Light,I,I,,118
WASP,Helicopter,1T/S,Light,I,I,,118
WB57*,Fixed-wing,2J/L,Medium,G,III,,118
WBOO,Fixed-wing,1P/S,Light,I,I,,118
WCAT,Fixed-wing,1P/S,Light,I,I,,118
WDEX,Fixed-wing,1P/S,Light,I,I,,118
WESX,Helicopter,2T/S+,Light,I,I,,118
WF4U,Fixed-wing,1P/S,Light,I,I,,118
WFOC,Fixed-wing,1P/S,Light,I,I,,118
WFUR,Fixed-wing,1P/S,Light,I,I,,118
WH1,Fixed-wing,1P/S,Light,I,I,,118
WH4,Fixed-wing,1T/S,Light,I,I,,118
WHAT,Fixed-wing,1P/S,Light,I,I,,118
WHIL,Fixed-wing,1P/S,Light,I,I,,118
WHIS,Fixed-wing,1P/S,Light,I,I,,118
WHIT,Fixed-wing,1P/S,Light,I,I,,118
WHK2,Fixed-wing,4J/L,Medium,F,III,,118
WICH,Fixed-wing,1P/S,Light,I,I,,118
WILT,Fixed-wing,1P/S,Light,I,I,,118
WIND,Fixed-wing,1P/S,Light,I,I,,118
WINE,Fixed-wing,1P/S,Light,I,I,,118
WIRR,Fixed-wing,1P/S,Light,I,I,,118
WISP,Fixed-wing,1P/S,Light,I,I,,118
WLBY,Fixed-wing,1P/S,Light,I,I,,118
WM2,Fixed-wing,1P/S,Light,I,I,,118
WOPU,Fixed-wing,1P/S,Light,I,I,,118
WP40,Fixed-wing,1P/S,Light,I,I,,118
WP47,Fixed-wing,1P/S,Light,I,I,,118
WS22,Fixed-wing,1P/S,Light,I,I,,118
WSP,Fixed-wing,1P/S,Light,I,I,,118
WT10,Fixed-wing,1P/S,Light,I,I,,118
WT9,Fixed-wing,1P/S,Light,I,I,,118
WUSH,@Fixed-wing,1P/S,Light,I,I,,118
WW1,Fixed-wing,1P/S,Light,I,I,,118
WW23,Fixed-wing,2J/S+,Medium,H,III,7,118
WW24,Fixed-wing,2J/S+,Medium,H,III,7,118
WZ10,Helicopter,2T/S+,Light,I,I,,118
WZER,Fixed-wing,1P/S,Light,I,I,,118
X2,Helicopter,1T/S,Light,I,I,,118
X3,Helicopter,2T/S,Light,I,I,,118
X49,Helicopter,2T/S+,Medium,H,I,,118
XA41,Fixed-wing,1P/S,Light,I,I,,118
XA42,Fixed-wing,1P/S,Light,I,I,,119
XA85,Fixed-wing,1P/S,Light,I,I,,119
XAIR,Fixed-wing,1P/S,Light,I,I,,119
XL2,Fixed-wing,1P/S,Light,I,I,,119
XNON,Gyroplane,1P/S,Light,I,I,,119
XNOS,Fixed-wing,1P/S,Light,I,I,,119
Y11,Fixed-wing,2P/S,Light,I,II,,119
Y112,Fixed-wing,1P/S,Light,I,I,,119
Y12,Fixed-wing,2T/S,Light,I,II,,119
Y12F,Fixed-wing,2T/S+,Medium,H,III,,119
Y130*,Fixed-wing,2J/S+,Medium,H,III,,119
Y18T,Fixed-wing,1P/S,Light,I,I,,119
YA1,Fixed-wing,1P/S,Light,I,I,,119
YAK3,Fixed-wing,1P/S,Light,I,I,,119
YAK9,Fixed-wing,1P/S,Light,I,I,,119
YALE,Fixed-wing,1P/S,Light,I,I,,119
YARR,Fixed-wing,1P/S,Light,I,I,,119
YAST,Fixed-wing,1P/S,Light,I,I,,119
YC12,Fixed-wing,1P/S,Light,I,I,,119
YK11,Fixed-wing,1P/S,Light,I,I,,119
YK12,Fixed-wing,1P/S,Light,I,I,,119
YK18,Fixed-wing,1P/S,Light,I,I,,119
YK28*,Fixed-wing,2J/L,Medium,G,III,,119
YK30*,Fixed-wing,1J/S,Light,I,III,,119
YK40,Fixed-wing,3J/S+,Medium,H,III,8,119
YK42,Fixed-wing,3J/L,Medium,F,III,,119
YK50,Fixed-wing,1P/S,Light,I,I,,119
YK52,Fixed-wing,1P/S,Light,I,I,,119
YK53,Fixed-wing,1P/S,Light,I,I,,119
YK54,Fixed-wing,1P/S,Light,I,I,,119
YK55,Fixed-wing,1P/S,Light,I,I,,119
YK58,Fixed-wing,1P/S,Light,I,I,,119
YL15,Fixed-wing,1P/S,Light,I,I,,119
YNHL,Helicopter,2P/S,Light,I,I,,119
YS11,Fixed-wing,2T/L,Medium,F,III,6,120
YUKN,Fixed-wing,1P/S,Light,I,I,,120
YUNO,Fixed-wing,1P/S,Light,I,I,,120
YURO*,Fixed-wing,2J/S+,Medium,H,III,,120
Z22,Fixed-wing,1P/S,Light,I,I,,120
Z26,Fixed-wing,1P/S,Light,I,I,,120
Z37P,Fixed-wing,1P/S,Light,I,I,,120
Z37T,Fixed-wing,1T/S,Light,I,I,,120
Z42,Fixed-wing,1P/S,Light,I,I,,120
Z43,Fixed-wing,1P/S,Light,I,I,,120
Z50,Fixed-wing,1P/S,Light,I,I,,120
ZA6,Helicopter,1P/S,Light,I,I,,120
ZEP2,Fixed-wing,1P/S,Light,I,I,,121
ZEPH,Fixed-wing,1P/S,Light,I,I,,121
ZERO,Fixed-wing,1P/S,Light,I,I,,121
ZIU,Fixed-wing,1P/S,Light,I,I,,121
ZULU,Fixed-wing,1P/S,Light,I,I,,121
