type_designator,class,engine_number_type_faa_weight_class,icao_wtc,cwt,srs,lahso_group,pdf_page
MOSQ,Fixed-wing,2P/S+,Medium,H,III,,82
MOTO,Fixed-wing,1P/S,Light,I,I,,82
MP02,Fixed-wing,1P/S,Light,I,I,,82
MP20,Fixed-wing,1P/S,Light,I,I,,82
MR25,Fixed-wing,1P/S,Light,I,I,,82
MR35,Fixed-wing,1P/S,Light,I,I,,82
MR3T,Fixed-wing,1T/S,Light,I,I,,82
MRAI,Fixed-wing,1P/S,Light,I,I,,82
MRF1*,Fixed-wing,1J/S+,Medium,H,III,,82
MRMD,@Fixed-wing,1P/S,Light,I,I,,82
MRTN,Fixed-wing,1P/S,Light,I,I,,82
MS1,Fixed-wing,1P/S,Light,I,I,,82
MS23,Fixed-wing,1P/S,Light,I,I,,82
MS31,Fixed-wing,1P/S,Light,I,I,,82
MS73,Fixed-wing,1P/S,Light,I,I,,82
MS76*,Fixed-wing,2J/S,Light,I,III,,82
MSAI,Fixed-wing,1P/S,Light,I,I,,82
MSQ2,Fixed-wing,1P/S,Light,I,I,,82
MT,Gyroplane,1P/S,Light,I,I,,82
MT2*,Fixed-wing,2J/S+,Medium,H,III,,82
MU2,Fixed-wing,2T/S,Light,I,II,6,82
MU23,Fixed-wing,1P/S,Light,I,I,,82
MU30,Fixed-wing,2J/S+,Medium,H,III,7,82
MUS2,Fixed-wing,1P/S,Light,I,I,,82
MVN1,Fixed-wing,1P/S,Light,I,I,,83
MVRK,Fixed-wing,1P/S,Light,I,I,,83
MX10,Fixed-wing,1P/S,Light,I,I,,83
MX1T,Fixed-wing,1P/S,Light,I,I,,83
MX2,Fixed-wing,1P/S,Light,I,I,,83
MX58,Fixed-wing,1P/S,Light,I,I,,83
MX65,Fixed-wing,1P/S,Light,I,I,,83
MX80,Fixed-wing,1P/S,Light,I,I,,83
MXS,Fixed-wing,1P/S,Light,I,I,,83
MY12,Fixed-wing,1P/S,Light,I,I,,83
MY13,Fixed-wing,1P/S,Light,I,I,,83
MYA4,Fixed-wing,4J/H,Heavy,D,III,,83
MYS4*,Fixed-wing,1J/S+,Medium,H,III,,83
N110,Fixed-wing,1P/S,Light,I,I,,83
N120,Fixed-wing,1P/S,Light,I,I,,83
N250,Fixed-wing,2T/L,Medium,F,III,,83
N260,Fixed-wing,2T/S+,Medium,H,III,,83
N262,Fixed-wing,2T/S+,Medium,H,III,,83
N3,Fixed-wing,1P/S,Light,I,I,,83
N320,Fixed-wing,1P/S,Light,I,I,,83
N340,Fixed-wing,1P/S,Light,I,I,,83
N3N,Fixed-wing,1P/S,Light,I,I,,83
N5,Fixed-wing,1P/S,Light,I,I,,83
NA40,Helicopter,2T/S,Light,I,I,,83
NAL2,Fixed-wing,1P/S,Light,I,I,,83
NARN,Fixed-wing,1P/S,Light,I,I,,83
NAVI,Fixed-wing,1P/S,Light,I,I,2,84
NC85,Fixed-wing,1P/S,Light,I,I,,84
ND1T,Fixed-wing,1T/S,Light,I,I,,84
NDAC,Fixed-wing,1P/S,Light,I,I,,84
NDAT,Fixed-wing,1P/S,Light,I,I,,84
NDIC,Fixed-wing,1P/S,Light,I,I,,84
NFEX,Fixed-wing,1T/S,Light,I,I,,84
NG4,Fixed-wing,1P/S,Light,I,I,,84
NG5,Fixed-wing,1P/S,Light,I,I,,84
NH90,Helicopter,2T/S+,Medium,H,I,,84
NI28,Fixed-wing,1P/S,Light,I,I,,84
NIBB,Fixed-wing,1P/S,Light,I,I,,84
NIMB,Fixed-wing,1P/S,Light,I,I,,84
NIPR,Fixed-wing,1P/S,Light,I,I,,84
NM5,Fixed-wing,1P/S,Light,I,I,,84
NMCU,Fixed-wing,1P/S,Light,I,I,,84
NNJA,Fixed-wing,1P/S,Light,I,I,,84
NOMA,Fixed-wing,2T/S,Light,I,II,2,84
NORA,Fixed-wing,2P/L,Medium,F,III,,84
NORS,Fixed-wing,1P/S,Light,I,I,2,85
NPOR,Fixed-wing,1P/S,Light,I,I,,85
NST6,Fixed-wing,1P/S,Light,I,I,,85
NSTR,Fixed-wing,1P/S,Light,I,I,,85
NT10,Fixed-wing,1P/S,Light,I,I,,85
NXT,Fixed-wing,1P/S,Light,I,I,,85
O1,Fixed-wing,1P/S,Light,I,I,,85
O3,Fixed-wing,1P/S,Light,I,I,,85
OCNR,Fixed-wing,1P/S,Light,I,I,,85
OH1,Helicopter,2T/S,Light,I,I,,85
OKHO,Gyroplane,1P/S,Light,I,I,,85
OM1,Fixed-wing,1P/S,Light,I,I,,85
OMAG,Fixed-wing,1P/S,Light,I,I,,85
OMGA,Fixed-wing,1P/S,Light,I,I,,85
OMLA,Fixed-wing,1T/S,Light,I,I,,85
OMSD,@Fixed-wing,1P/S,Light,I,I,,85
ONE,Fixed-wing,1P/S,Light,I,I,,85
ONEX,Fixed-wing,1P/S,Light,I,I,,85
OPCA,Fixed-wing,1P/S,Light,I,I,,85
OR10,@Fixed-wing,1P/S,Light,I,I,,85
OR12,@Fixed-wing,2P/S,Light,I,II,,85
OSCR,Fixed-wing,1P/S,Light,I,I,2,85
OVOD,Fixed-wing,1P/S,Light,I,I,,85
OZZI,Fixed-wing,1P/S,Light,I,I,,85
P06T,Fixed-wing,2P/S,Light,I,II,,85
P1,Fixed-wing,4J/L,Medium,F,III,,85
P100,Fixed-wing,1P/S,Light,I,I,,85
P130,Fixed-wing,1P/S,Light,I,I,,85
P136,@Fixed-wing,2P/S,Light,I,II,4,85
P148,Fixed-wing,1P/S,Light,I,I,,85
P149,Fixed-wing,1P/S,Light,I,I,,85
P180,Fixed-wing,2T/S,Light,I,II,1,85
P18T,Fixed-wing,1T/S,Light,I,I,,85
P19,Fixed-wing,1P/S,Light,I,I,,85
P2,Fixed-wing,2P/L,Medium,F,III,,86
P208,Fixed-wing,1P/S,Light,I,I,,86
P210,Fixed-wing,1P/S,Light,I,I,2,86
P212,Fixed-wing,2P/S,Light,I,II,3,86
P220,Fixed-wing,1P/S,Light,I,I,,86
P230,Fixed-wing,1P/S,Light,I,I,,86
P27,Fixed-wing,1P/S,Light,I,I,,86
P270,Fixed-wing,1P/S,Light,I,I,,86
P28A,Fixed-wing,1P/S,Light,I,I,1,86
P28B,Fixed-wing,1P/S,Light,I,I,3,87
P28R,Fixed-wing,1P/S,Light,I,I,3,87
P28S,Fixed-wing,1P/S,Light,I,I,2,87
P28T,Fixed-wing,1P/S,Light,I,I,2,87
P28U,Fixed-wing,1P/S,Light,I,I,2,87
P3,Fixed-wing,4T/L,Medium,F,III,,87
P32R,Fixed-wing,1P/S,Light,I,I,3,88
P32T,Fixed-wing,1P/S,Light,I,I,2,88
P337,Fixed-wing,2P/S,Light,I,II,3,88
P38,Fixed-wing,2P/S+,Medium,H,III,,88
P39,Fixed-wing,1P/S,Light,I,I,,88
P40,Fixed-wing,1P/S,Light,I,I,,88
P46T,Fixed-wing,1T/S,Light,I,I,4,88
P47,Fixed-wing,1P/S+,Medium,H,III,,88
P4Y,Fixed-wing,4P/L,Medium,F,III,,88
P50,Fixed-wing,1P/S,Light,I,I,,88
P51,Fixed-wing,1P/S,Light,I,I,,88
P57,Fixed-wing,1P/S,Light,I,I,,88
P60,Fixed-wing,1P/S,Light,I,I,,88
P61,Fixed-wing,2P/S+,Medium,H,III,,88
P63,Fixed-wing,1P/S,Light,I,I,,88
P66P,Fixed-wing,2P/S,Light,I,II,3,88
P66T,Fixed-wing,2T/S,Light,I,II,,88
P68,Fixed-wing,2P/S,Light,I,II,3,88
P68T,Fixed-wing,2T/S,Light,I,II,3,88
P70,Fixed-wing,1P/S,Light,I,I,,88
P750,Fixed-wing,1T/S,Light,I,I,,89
P8,Fixed-wing,2J/L,Medium,F,III,,89
P80,Fixed-wing,1P/S,Light,I,I,,89
P82,Fixed-wing,2P/S+,Medium,H,III,,89
PA11,Fixed-wing,1P/S,Light,I,I,1,89
PA12,Fixed-wing,1P/S,Light,I,I,1,89
PA14,Fixed-wing,1P/S,Light,I,I,1,89
PA15,Fixed-wing,1P/S,Light,I,I,1,89
PA16,Fixed-wing,1P/S,Light,I,I,1,89
PA17,Fixed-wing,1P/S,Light,I,I,1,89
PA18,Fixed-wing,1P/S,Light,I,I,1,89
PA20,Fixed-wing,1P/S,Light,I,I,1,89
PA22,Fixed-wing,1P/S,Light,I,I,2,89
PA23,Fixed-wing,2P/S,Light,I,II,2,89
PA24,Fixed-wing,1P/S,Light,I,I,4,89
PA25,Fixed-wing,1P/S,Light,I,I,1,89
PA27,Fixed-wing,2P/S,Light,I,II,3,89
PA30,Fixed-wing,2P/S,Light,I,II,1,89
PA31,Fixed-wing,2P/S,Light,I,II,2,90
PA32,Fixed-wing,1P/S,Light,I,I,3,90
PA34,Fixed-wing,2P/S,Light,I,II,7,90
PA36,Fixed-wing,1P/S,Light,I,I,2,90
PA38,Fixed-wing,1P/S,Light,I,I,3,90
PA44,Fixed-wing,2P/S,Light,I,II,2,90
PA46,Fixed-wing,1P/S,Light,I,I,4,90
PACE,Fixed-wing,1P/S,Light,I,I,,90
PAGO,Fixed-wing,1P/S,Light,I,I,,90
PANT,Fixed-wing,1P/S,Light,I,I,,90
PAR1,Fixed-wing,1P/S,Light,I,I,,91
PAR4,Fixed-wing,1P/S,Light,I,I,,91
PARL,Fixed-wing,1P/S,Light,I,I,,91
PAT2,Fixed-wing,1P/S,Light,I,I,,91
PAT4,Fixed-wing,2T/S,Light,I,II,,91
PAUL,Fixed-wing,1P/S,Light,I,I,,91
PAV4,Gyroplane,1P/S,Light,I,I,,91
PAY1,Fixed-wing,2T/S,Light,I,II,5,91
PAY2,Fixed-wing,2T/S,Light,I,II,2,91
PAY3,Fixed-wing,2T/S,Light,I,II,8,91
PAY4,Fixed-wing,2T/S,Light,I,II,4,91
PC12,Fixed-wing,1T/S,Light,I,I,4,91
PC21,Fixed-wing,1T/S,Light,I,I,,91
PC24,Fixed-wing,2J/S+,Medium,H,III,5,91
PC6P,Fixed-wing,1P/S,Light,I,I,,91
PC6T,Fixed-wing,1T/S,Light,I,I,,91
PC7,Fixed-wing,1T/S,Light,I,I,1,91
PC9,Fixed-wing,1T/S,Light,I,I,,91
PCA2,Gyroplane,1P/S,Light,I,I,,91
PDIG,Fixed-wing,2P/S,Light,I,II,,91
PECR,Fixed-wing,1P/S,Light,I,I,,91
PEGA,Fixed-wing,2P/S,Light,I,II,,91
PEGZ,Fixed-wing,1P/S,Light,I,I,,91
PELI,Fixed-wing,1P/S,Light,I,I,,91
PEMB,Fixed-wing,2P/S+,Light,I,III,,91
PETL,Fixed-wing,1P/S,Light,I,I,,91
PETR,@Fixed-wing,1P/S,Light,I,I,,91
PGEE,Fixed-wing,1P/S,Light,I,I,,92
PGK1,Fixed-wing,1P/S,Light,I,I,,92
PHIL,Helicopter,1P/S,Light,I,I,,92
PHIX,Gyroplane,1P/S,Light,I,I,,92
PHNX,Fixed-wing,1P/S,Light,I,I,,92
PIAE,Fixed-wing,1E/S,Light,I,I,,92
PIAT,Fixed-wing,1P/S,Light,I,I,,92
PICO,Fixed-wing,1P/S,Light,I,I,,92
PILL,Fixed-wing,1P/S,Light,I,I,,92
PINO,Fixed-wing,1P/S,Light,I,I,,92
PIPA,Fixed-wing,1P/S,Light,I,I,,92
PISI,Fixed-wing,1P/S,Light,I,I,,92
PIT4,Fixed-wing,1E/S,Light,I,I,,92
PITA,Fixed-wing,1P/S,Light,I,I,,92
PITE,Fixed-wing,1E/S,Light,I,I,,92
PIVE,Fixed-wing,1E/S,Light,I,I,,92
PIVI,Fixed-wing,1P/S,Light,I,I,,92
PK11,Fixed-wing,1P/S,Light,I,I,,92
PK15,Fixed-wing,1P/S,Light,I,I,,92
PK18,Fixed-wing,1P/S,Light,I,I,,92
PK20,Fixed-wing,1P/S,Light,I,I,,92
PK21,Fixed-wing,1P/S,Light,I,I,,92
PK23,Fixed-wing,1P/S,Light,I,I,,92
PK25,Fixed-wing,1P/S,Light,I,I,,92
PKAN,Fixed-wing,1P/S,Light,I,I,,92
PL1,Fixed-wing,1P/S,Light,I,I,,92
PL12,Fixed-wing,1P/S,Light,I,I,,92
PL2,Fixed-wing,1P/S,Light,I,I,,92
PL4,Fixed-wing,1P/S,Light,I,I,,92
PL9,Fixed-wing,1P/S,Light,I,I,,92
PLUS,Fixed-wing,1P/S,Light,I,I,,92
PNR2,Fixed-wing,1P/S,Light,I,I,,92
PNR3,Fixed-wing,1P/S,Light,I,I,,92
PNR4,Fixed-wing,1P/S,Light,I,I,,92
PNTH,Fixed-wing,1P/S,Light,I,I,,92
PO2,Fixed-wing,1P/S,Light,I,I,,93
PO60,Fixed-wing,1P/S,Light,I,I,,93
POLI,Fixed-wing,1P/S,Light,I,I,,93
PONY,@Fixed-wing,1P/S,Light,I,I,,93
PP2,Fixed-wing,1P/S,Light,I,I,,93
PP3,Fixed-wing,1P/S,Light,I,I,,93
PPRO,Fixed-wing,1P/S,Light,I,I,,93
PRBP,Fixed-wing,1P/S,Light,I,I,,93
PRBR,Fixed-wing,1P/S,Light,I,I,,93
PRCE,Fixed-wing,2P/S,Light,I,II,,93
PREN,Fixed-wing,1P/S,Light,I,I,,93
PRET,Fixed-wing,1P/S,Light,I,I,,93
PREX,Fixed-wing,1P/S,Light,I,I,,93
PRIM,Fixed-wing,1P/S,Light,I,I,,93
PRM1,Fixed-wing,2J/S,Light,I,III,7,93
PROC,Fixed-wing,1P/S,Light,I,I,,93
PROT,Fixed-wing,1P/S,Light,I,I,,93
PROW,Fixed-wing,1P/S,Light,I,I,,93
PRPR,Fixed-wing,1P/S,Light,I,I,,93
PRTS,Fixed-wing,2J/S,Light,I,III,,93
PRXT,Fixed-wing,1T/S,Light,I,I,,93
PSTM,Fixed-wing,1P/S,Light,I,I,,93
PSW4,Helicopter,1T/S,Light,I,I,,93
PT21,Fixed-wing,1P/S,Light,I,I,,93
PT22,Fixed-wing,1P/S,Light,I,I,,93
PT70,Fixed-wing,1P/S,Light,I,I,,93
PT80,Fixed-wing,1P/S,Light,I,I,,93
PTMS,Fixed-wing,1P/S,Light,I,I,,93
PTRL,Fixed-wing,1P/S,Light,I,I,,93
PTS1,Fixed-wing,1P/S,Light,I,I,,93
PTS2,Fixed-wing,1P/S,Light,I,I,,93
PTSS,Fixed-wing,1P/S,Light,I,I,,93
PUL6,Fixed-wing,1P/S,Light,I,I,,93
PULR,Fixed-wing,1P/S,Light,I,I,,93
PULS,Fixed-wing,1P/S,Light,I,I,,94
PUMA,Helicopter,2T/S+,Light,I,I,,94
PUP,Fixed-wing,1P/S,Light,I,I,2,94
PURS,Fixed-wing,1P/S,Light,I,I,,94
PUSH,Fixed-wing,1P/S,Light,I,I,,94
PVTR,@Fixed-wing,1T/S,Light,I,I,,94
PZ01,Fixed-wing,1P/S,Light,I,I,,94
PZ02,Fixed-wing,1P/S,Light,I,I,,94
PZ04,Fixed-wing,1P/S,Light,I,I,,94
PZ05,Fixed-wing,1P/S,Light,I,I,,94
PZ06,Fixed-wing,1P/S,Light,I,I,,94
PZ12,Fixed-wing,1P/S,Light,I,I,,94
PZ26,Fixed-wing,1P/S,Light,I,I,,94
PZ3T,Fixed-wing,1T/S,Light,I,I,,94
PZ4M,Fixed-wing,1P/S,Light,I,I,,94
PZ6T,Fixed-wing,1T/S,Light,I,I,,94
Q01,Fixed-wing,1P/S,Light,I,I,,94
Q4,Fixed-wing,1J/S,Medium,,III,,94
Q5*,Fixed-wing,2J/S+,Medium,H,III,,94
Q9,Fixed-wing,1T/S,Light,I,I,,94
QAIL,Fixed-wing,1P/S,Light,I,I,,94
QALT,Fixed-wing,1P/S,Light,I,I,,94
QIC2,Fixed-wing,1P/S,Light,I,I,,94
QINT,Fixed-wing,1P/S,Light,I,I,,94
QR01,Fixed-wing,1P/S,Light,I,I,,94
QUAS,Fixed-wing,1P/S,Light,I,I,,94
QUIC,Fixed-wing,1P/S,Light,I,I,,94
R100,Fixed-wing,1P/S,Light,I,I,,94
R109,Fixed-wing,1P/S,Light,I,I,,95
R11,Fixed-wing,1P/S,Light,I,I,,95
R12,Fixed-wing,1P/S,Light,I,I,,95
R135,Fixed-wing,4J/H,Heavy,D,III,,95
R185,Fixed-wing,1P/S,Light,I,I,,95
R2,$Fixed-wing,1P/S,Light,I,I,,95
R200,Fixed-wing,1P/S,Light,I,I,,95
R22,Helicopter,1P/S,Light,I,I,,95
R300,Fixed-wing,1P/S,Light,I,I,,95
R4,Helicopter,1P/S,Light,I,I,,95
R44,Helicopter,1P/S,Light,I,I,,95
R66,Helicopter,1T/S,Light,I,I,,95
R721,Fixed-wing,3J/L,Medium,F,III,,95
R722,Fixed-wing,3J/L,Medium,F,III,,95
R90F,Fixed-wing,1P/S,Light,I,I,,95
R90R,Fixed-wing,1P/S,Light,I,I,,95
R90T,Fixed-wing,1T/S,Light,I,I,,95
RA14,Fixed-wing,1P/S,Light,I,I,,95
RA17,Fixed-wing,1P/S,Light,I,I,,95
RAF2,Gyroplane,1P/S,Light,I,I,,95
RAID,Fixed-wing,1P/S,Light,I,I,,95
RAIL,Fixed-wing,1P/S,Light,I,I,,95
RALL,Fixed-wing,1P/S,Light,I,I,3,96
RANG,Fixed-wing,1P/S,Light,I,I,1,96
RARO,Fixed-wing,1P/S,Light,I,I,,96
RAV3,Fixed-wing,1P/S,Light,I,I,,96
RAV5,Fixed-wing,1P/S,Light,I,I,,96
RAZM,Fixed-wing,1P/S,Light,I,I,,96
RBEL,Fixed-wing,1P/S,Light,I,I,,96
RC3,@Fixed-wing,1P/S,Light,I,I,,96
RC70,Fixed-wing,2P/S,Light,I,II,,96
RCAL,Fixed-wing,1P/S,Light,I,I,,96
RD03,Fixed-wing,1P/S,Light,I,I,,96
RD20,Fixed-wing,1P/S,Light,I,I,,96
RDH2,Fixed-wing,1P/S,Light,I,I,,96
RELI,Fixed-wing,1P/S,Light,I,I,3,96
RENE,Fixed-wing,1P/S,Light,I,I,,96
REV6,Gyroplane,1T/S,Light,I,I,,96
RF10,Fixed-wing,1P/S,Light,I,I,,96
RF3,Fixed-wing,1P/S,Light,I,I,,96
RF4,Fixed-wing,1P/S,Light,I,I,,96
RF47,Fixed-wing,1P/S,Light,I,I,,97
RF5,Fixed-wing,1P/S,Light,I,I,,97
RF6,Fixed-wing,1P/S,Light,I,I,,97
RF9,Fixed-wing,1P/S,Light,I,I,,97
RFAL*,Fixed-wing,2J/L,Medium,G,III,,97
RGNT,Fixed-wing,1P/S,Light,I,I,,97
RISN,Fixed-wing,1P/S,Light,I,I,,97
RJ03,Fixed-wing,1P/S,Light,I,I,,97
RJ1H,Fixed-wing,4J/L,Medium,G,III,7,97
RJ70,Fixed-wing,4J/L,Medium,G,III,7,97
RJ85,Fixed-wing,4J/L,Medium,G,III,7,97
RK5,Fixed-wing,1P/S,Light,I,I,,97
RLU1,Fixed-wing,1P/S,Light,I,I,,97
RMOU,Helicopter,1T/S,Light,I,I,,97
RNGR,Fixed-wing,1P/S,Light,I,I,,97
RODS,Fixed-wing,1P/S,Light,I,I,,97
ROND,Fixed-wing,1P/S,Light,I,I,,97
ROSE,Fixed-wing,1P/S,Light,I,I,,97
RP1,Helicopter,2T/S,Light,I,I,,97
RPUP,Gyroplane,1P/S,Light,I,I,,97
RS12,Fixed-wing,1P/S,Light,I,I,,97
RS18,Fixed-wing,1P/S,Light,I,I,,97
RS20,Fixed-wing,1P/S,Light,I,I,,97
RS21,Fixed-wing,1P/S,Light,I,I,,97
RTA4,Fixed-wing,1P/S,Light,I,I,,97
RUBI,Fixed-wing,1P/S,Light,I,I,,97
RV10,Fixed-wing,1P/S,Light,I,I,,97
RV12,Fixed-wing,1P/S,Light,I,I,,97
RV14,Fixed-wing,1P/S,Light,I,I,,97
RV15,Fixed-wing,1P/S,Light,I,I,,97
RV3,Fixed-wing,1P/S,Light,I,I,,97
RV4,Fixed-wing,1P/S,Light,I,I,,97
RV4T,Fixed-wing,1T/S,Light,I,I,,97
RV6,Fixed-wing,1P/S,Light,I,I,,97
RV7,Fixed-wing,1P/S,Light,I,I,,97
RV8,Fixed-wing,1P/S,Light,I,I,,97
RV9,Fixed-wing,1P/S,Light,I,I,,98
RVAL,Helicopter,2T/S+,Medium,H,I,,98
RVST,Fixed-wing,1P/S,Light,I,I,,98
RW19,Fixed-wing,1P/S,Light,I,I,,98
RW20,Fixed-wing,1P/S,Light,I,I,,98
RW22,Fixed-wing,1P/S,Light,I,I,,98
RW26,Fixed-wing,1P/S,Light,I,I,,98
RW3,Fixed-wing,1P/S,Light,I,I,,98
RYSA,Fixed-wing,2T/S+,Light,I,III,,98
RYST,Fixed-wing,1P/S,Light,I,I,,98
S05F,Fixed-wing,1P/S,Light,I,I,,98
S05R,Fixed-wing,1P/S,Light,I,I,,98
S1,Fixed-wing,1P/S,Light,I,I,,98
S10,Fixed-wing,1P/S,Light,I,I,,98
S107,$Fixed-wing,1P/S,Light,I,I,,98
S108,Fixed-wing,1P/S,Light,I,I,2,98
S10S,Fixed-wing,1P/S,Light,I,I,,98
S11,Fixed-wing,1P/S,Light,I,I,,98
S12,@Fixed-wing,1P/S,Light,I,I,,98
S122,Fixed-wing,2P/S,Light,I,II,,98
S12S,Fixed-wing,1P/S,Light,I,I,,98
S15S,Fixed-wing,1P/S,Light,I,I,,98
S160,Fixed-wing,1P/S,Light,I,I,,98
S200,Fixed-wing,1J/S,Light,I,III,,98
S202,@Fixed-wing,2P/S,Light,I,II,,98
S208,Fixed-wing,1P/S,Light,I,I,,98
S21,Fixed-wing,1P/S,Light,I,I,,98
S211*,Fixed-wing,1J/S,Light,I,III,,98
S223,Fixed-wing,1P/S,Light,I,I,,98
S22T,Fixed-wing,1P/S,Light,I,I,5,98
S274,Helicopter,1T/S,Light,I,I,,98
S278,Helicopter,1T/S,Light,I,I,,98
S285,Helicopter,1T/S,Light,I,I,,98
S2P,Fixed-wing,2P/S+,Medium,H,III,,99
S2T,Fixed-wing,2T/S+,Medium,H,III,,99
S3,Fixed-wing,2J/L,Medium,G,III,,99
S330,Helicopter,1T/S,Light,I,I,,99
S360,Helicopter,1T/S,Light,I,I,,99
S37*,Fixed-wing,2J/L,Medium,G,III,,99
S38,@Fixed-wing,2P/S,Light,I,II,,99
S39,@Fixed-wing,1P/S,Light,I,I,,99
S4,Fixed-wing,1P/S,Light,I,I,,99
S400,$Fixed-wing,2P/S,Light,I,II,,99
S401,Fixed-wing,1J/S,Light,I,III,,99
S434,Helicopter,1T/S,Light,I,I,,99
S45,Fixed-wing,1P/S,Light,I,I,,99
S450,Fixed-wing,1P/S,Light,I,I,,99
S51,Helicopter,1P/S,Light,I,I,,99
S51D,Fixed-wing,1P/S,Light,I,I,,99
S52,Helicopter,1P/S,Light,I,I,,99
S55P,Helicopter,1P/S,Light,I,I,,99
S55T,Helicopter,1T/S,Light,I,I,,99
S58P,Helicopter,1P/S+,Light,I,I,,99
S58T,Helicopter,1T/S+,Light,I,I,,99
S6,Fixed-wing,1P/S,Light,I,I,,99
S601,Fixed-wing,2J/S+,Light,I,III,5,100
S61,Helicopter,2T/S+,Medium,H,I,,100
S61R,Helicopter,2T/S+,Medium,H,I,,100
S62,Helicopter,1T/S,Light,I,I,,100
S64,Helicopter,2T/L,Medium,G,I,,100
S65C,Helicopter,2T/S,Light,I,I,,100
S716,Fixed-wing,1J/S,Light,I,III,,100
S76,Helicopter,2T/S,Light,I,I,,100
S900,Fixed-wing,1P/S,Light,I,I,,100
S92,Helicopter,2T/S+,Medium,H,I,,100
S97,Helicopter,1T/S,Light,I,I,,100
SA02,Fixed-wing,1P/S,Light,I,I,,100
SA03,Fixed-wing,1P/S,Light,I,I,,100
SA04,Fixed-wing,1P/S,Light,I,I,,100
SA05,Fixed-wing,1P/S,Light,I,I,,100
SA10,Fixed-wing,1P/S,Light,I,I,,100
SA11,Fixed-wing,1P/S,Light,I,I,,100
SA2,Fixed-wing,1P/S,Light,I,I,,100
SA20,@Fixed-wing,1P/S,Light,I,I,,100
SA3,Fixed-wing,1P/S,Light,I,I,,100
SA30,Fixed-wing,1P/S,Light,I,I,,100
SA37,Fixed-wing,1P/S,Light,I,I,,100
SA38,Fixed-wing,2P/S,Light,I,II,,100
SA50,Fixed-wing,1P/S,Light,I,I,,100
SA6,Fixed-wing,1P/S,Light,I,I,,100
SA6E,Fixed-wing,1T/S,Light,I,I,,100
SA7,Fixed-wing,1P/S,Light,I,I,,100
SA70,Fixed-wing,1P/S,Light,I,I,,100
SA75,Fixed-wing,1P/S,Light,I,I,,101
SA8T,Fixed-wing,2T/S,Light,I,II,,101
SAB2,Fixed-wing,1P/S,Light,I,I,,101
SABA,Fixed-wing,1P/S,Light,I,I,,101
SABW,Fixed-wing,1P/S,Light,I,I,,101
SACE,Fixed-wing,1P/S,Light,I,I,,101
SACR,Fixed-wing,1P/S,Light,I,I,,101
SAFF,Fixed-wing,1P/S,Light,I,I,,101
SAH1,Fixed-wing,1P/S,Light,I,I,,101
SAKO,Fixed-wing,1P/S,Light,I,I,,101
SALB,Fixed-wing,1P/S,Light,I,I,,101
SAM,Fixed-wing,1P/S,Light,I,I,,101
SAND,$Fixed-wing,4P/L,Medium,F,III,,101
SAPH,Fixed-wing,1P/S,Light,I,I,,101
SASH,Fixed-wing,2P/S,Light,I,II,,101
SASP,Fixed-wing,1P/S,Light,I,I,,101
SASY,Fixed-wing,1P/S,Light,I,I,,101
SATA*,Fixed-wing,2J/S,Light,I,III,,101
SAVA,Fixed-wing,1P/S,Light,I,I,,101
SAVG,Fixed-wing,1P/S,Light,I,I,,101
SB05*,Fixed-wing,2J/S,Light,I,III,,101
SB20,Fixed-wing,2T/L,Medium,G,III,,101
SB29*,Fixed-wing,1J/S+,Medium,H,III,,101
SB32*,Fixed-wing,1J/S+,Medium,H,III,,101
SB35*,Fixed-wing,1J/S+,Medium,H,III,,101
SB37*,Fixed-wing,1J/L,Medium,G,III,,101
SB39*,Fixed-wing,1J/S+,Medium,H,III,,101
SB7,Fixed-wing,1P/S,Light,I,I,,101
SB91,Fixed-wing,1P/S,Light,I,I,,101
SBD,Fixed-wing,1P/S,Light,I,I,,101
SBLS,Fixed-wing,2P/S,Light,I,II,,101
SBM3,Fixed-wing,1P/S,Light,I,I,,101
SBOY,Fixed-wing,1P/S,Light,I,I,,101
SBR1,Fixed-wing,2J/S+,Medium,H,III,,102
SBR2,Fixed-wing,2J/S+,Medium,H,III,,102
SC01,Fixed-wing,1P/S,Light,I,I,,102
SC7,Fixed-wing,2T/S,Light,I,III,2,102
SCAM,Fixed-wing,1P/S,Light,I,I,,102
SCEP,Fixed-wing,1P/S,Light,I,I,,102
SCII,Gyroplane,1P/S,Light,I,I,,102
SCOM,Fixed-wing,1P/S,Light,I,I,,102
SCOR,Helicopter,1P/S,Light,I,I,,102
SCOU,Helicopter,1T/S,Light,I,I,,102
SCRO,Fixed-wing,1P/S,Light,I,I,,102
SCTR,Fixed-wing,1P/S,Light,I,I,,102
SCUB,Fixed-wing,1P/S,Light,I,I,,102
SCW1,Fixed-wing,1P/S,Light,I,I,,102
SD2,Fixed-wing,1P/S,Light,I,I,,102
SD26,Fixed-wing,1P/S,Light,I,I,,102
SD4,Fixed-wing,1P/S,Light,I,I,,102
SDUS,Fixed-wing,1P/S,Light,I,I,,102
SE5A,Fixed-wing,1P/S,Light,I,I,,102
SE5R,Fixed-wing,1P/S,Light,I,I,,102
SEAT,@Fixed-wing,1T/S,Light,I,I,,102
SEAW,@Fixed-wing,1P/S,Light,I,I,,102
SERA,Fixed-wing,1P/S,Light,I,I,,102
SF2,Fixed-wing,1P/S,Light,I,I,,102
SF23,Fixed-wing,1P/S,Light,I,I,,102
SF24,Fixed-wing,1P/S,Light,I,I,,102
SF25,Fixed-wing,1P/S,Light,I,I,,102
